CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;EMAIL;SITE_ADMIN
05.495.939/0001-98;KANSAI CONSULTORES DE VALORES MOBILIÁRIOS LTDA.;KANSAI CONSULTORES DE VALORES MOBILIÁRIOS LTDA.;2022-08-11;;;EM FUNCIONAMENTO NORMAL;2022-08-11;PRIVADO;SEDE;RUA LUIZ ALONSO PEREZ, 339;;JARDIM INDAIÁ;BERTIOGA;SP;11260009;13;33131118;atendimento1@kansai.net.br;http://kansai.net.br
46.743.918/0001-21;KAPITAL CONSULTORIA EM INVESTIMENTOS. & PARTICIPAÇÕES LTDA;KAPITAL INVESTIMENTOS & PARTICIPAÇÕES LTDA.;2022-06-24;;;EM FUNCIONAMENTO NORMAL;2022-06-24;PRIVADO;SEDE;AV. DES. MOREIRA, 1300/TORRE SUL SALA 1002;BS DESIGN CORPORAT;ALDEOTA;FORTALEZA;CE;60170002;85;986700476;kapital.diretoria@gmail.com;www.kapitalinvest.com.br
07.979.029/0001-06;KCL ASSESSORIA ECONÔMICO FINANCEIRA LTDA.;--;2007-09-26;2009-03-06;ELISÃO POR INCORPORAÇÃO;CANCELADA;2009-03-06;PRIVADO;SEDE;RUA IGUATEMI, 445 / CONJ. 301;PARTE - SALA 2;ITAIM;SÃO PAULO;SP;1451010;;;kclassessoria@uol.com.br;
10.259.499/0001-00;KERDISTE CONSULTORIA EM VALORES MOBILIÁRIOS LTDA;--;2009-01-27;2021-07-09;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2021-07-09;PRIVADO;SEDE;RUA LOURENÇO CASTANHO 262;CASA;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4507110;11;38879432;luiz.mussnich@qwgestao.com;
01.701.201/0001-89;KIRTON BANK S.A. - BANCO MÚLTIPLO;HSBC BANK BRASIL S.A. - BANCO MULTIPLO;2009-03-23;2016-08-04;CANCELAMENTO A PEDIDO;CANCELADA;2016-08-04;PRIVADO;SEDE;NÚCLEO CIDADE DE DEUS;PRÉDIO PRATA, 4º ANDAR;VILA YARA;OSASCO;SP;6029900;11;36844011;diretoria.executiva@bradesco.com.br;
25.161.602/0001-51;KKM ASSESSORIA E CONSULTORIA FINANCEIRA LTDA.;KKM ASSESSORIA E CONSULTORIA FINANCEIRA LTDA.;2016-10-13;;;EM FUNCIONAMENTO NORMAL;2016-10-13;PRIVADO;SEDE;R VISCONDE DE PIRAJÁ, 493;303;IPANEMA;RIO DE JANEIRO;RJ;22410003;21;981167228;fabio@kekpartners.com.br;www.kkmpartners.com.br
57.123.671/0001-67;KL&M SERV FIN PART LTDA;KL&M;1987-11-16;2001-11-28;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2001-11-28;PRIVADO;SEDE;R PEQUETIBA 145 1 ANDAR;;;SÃO PAULO;SP;4552060;;;;
07.748.542/0001-96;KPC CONSULTORIA EM TÍTULOS E VALORES MOBILIÁRIOS LTDA;--;2011-03-24;;;EM FUNCIONAMENTO NORMAL;2011-03-24;PRIVADO;SEDE;RUA PEDROSO ALVARENGA;1221 / 4 A;ITAIM BIBI;SÃO PAULO;SP;4531012;11;32512899;mpereira@kpcconsultoria.com.br;
19.807.688/0001-44;KPG BRASIL CONSULTORIA DE INVESTIMENTOS LTDA;KPG BRASIL;2014-07-07;2016-01-04;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-04;PRIVADO;SEDE;RUA JOAQUIM FLORIANO, 466;CJ. 1714;ITAIM BIBI;SÃO PAULO;SP;4534002;;;mauro.bergstein@bccapital.com.br;
55.799.415/0001-69;L&M CONS ASSOCIADOS SC LTDA;L & M;1986-06-06;1996-08-12;;CANCELADA;1996-08-12;PRIVADO;SEDE;R ESTELA 515 BL G CJ 161;;;SÃO PAULO;SP;4011002;;;;
28.963.072/0001-53;L'ARGENT INVESTIMENTOS LTDA;L'ARGENT;1987-11-03;2002-04-26;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2002-04-26;PRIVADO;SEDE;AV NILO PECANHA 155 S 1008;;;RIO DE JANEIRO;RJ;20020100;;;;
67.781.393/0001-99;LAFIS SER FIN INV A LATINA LTD;LAFIS;1993-06-23;2003-07-24;CANCELAMENTO A PEDIDO;CANCELADA;2003-07-24;PRIVADO;SEDE;AV ANGELICA 2318 CJ 71 7 ANDAR;;;SÃO PAULO;SP;1227000;11;2837633;;
49.837.893/0001-13;LAGUNA CONSULTORIA E INVESTIMENTOS LTDA;LAGUNA CAPITAL PARTNERS;2023-03-14;;;EM FUNCIONAMENTO NORMAL;2023-03-14;;SEDE;Rua Ivaldo de Azambuja;300;Barra da Tijuca;RIO DE JANEIRO;RJ;22793316;21;991957603;laguna@lagunacp.com;
04.310.898/0001-55;LAM - LAGOA ASSET MANAGEMENT ADMINISTRAÇÃO DE TÍTULOS E VALORES LTDA;LAGOA ASSET MANAGEMENT LTDA;2002-11-14;2010-10-08;CANCELAMENTO A PEDIDO;CANCELADA;2010-10-08;PRIVADO;SEDE;RUA VISCONDE DE PIRAJA;430 / 10º ANDAR;IPANEMA;RIO DE JANEIRO;RJ;22410002;21;22278900;contato@lagoaasset.com.br;
10.827.583/0001-82;LANIX CORRETAGEM DE SEGUROS E CONSULTORIA DE INVESTIMENTOS LTDA.;--;2010-07-01;2012-02-16;CANCELAMENTO A PEDIDO;CANCELADA;2012-02-16;PRIVADO;SEDE;AV. NIEMEYER, Nº 2;LOJA 104 (PARTE);VIDIGAL;RIO DE JANEIRO;RJ;22450220;;;ilan@lanix.com.br;
00.758.743/0001-25;LCA CONSULTORES S.S.;--;2011-03-24;;;EM FUNCIONAMENTO NORMAL;2011-03-24;PRIVADO;;;;;;;;;;contratos@lcaconsultores.com.br;
26.341.935/0001-25;LDB CONSULTORIA FINANCEIRA LTDA - EPP;LDB CONSULTORIA FINANCEIRA LTDA - EPP;2016-12-05;;;EM FUNCIONAMENTO NORMAL;2016-12-05;PRIVADO;SEDE;AV. ANGÉLICA, 2.503;CJ: 75;HIGIENÓPOLIS;SÃO PAULO;SP;1227200;11;32140372;ronaldo@ldbempresas.com.br;http://www.ldbempresas.com.br
41.468.144/0001-54;LDX CAPITAL LTDA;LDX CAPITAL;2022-12-12;;;EM FUNCIONAMENTO NORMAL;2022-12-12;;SEDE;Rua Passo Fundo;nº 86, sala 88;Juventude da Enologia;BENTO GONÇALVES;RS;95702000;54;984060547;douglas@ldxcapital.com.br;
34.076.827/0001-09;LEGEND WM GESTÃO DE RECURSOS LTDA.;-----;2021-03-12;2021-06-28;CANCELAMENTO A PEDIDO;CANCELADA;2021-06-28;PRIVADO;SEDE;AV. BRIG. FARIA LIMA, 3900, 6.º ANDAR;SALA 602 (PARTE);ITAIM BIBI;SÃO PAULO;SP;4538132;11;54647100;juridico@legendcapital.com.br;www.legendwm.com.br
74.198.912/0001-56;LEME INVESTIMENTOS LTDA;LEME INVESTIMENTOS LTDA;1999-10-20;2018-10-15;CANCELAMENTO A PEDIDO;CANCELADA;2018-10-15;PRIVADO;SEDE;AV TROMPOWSKY, 291;TORRE 2 SALA 705;CENTRO;FLORIANÓPOLIS;SC;88015300;48;32232797;compliance@lemeinvestimentos.com.br;www.lemeinvestimentos.com.br
34.027.552/0001-05;LIBERTA AI CONSULTORIA DE INVESTIMENTOS LTDA.;LIBERTA AI;2019-11-07;2021-03-31;CANCELAMENTO A PEDIDO;CANCELADA;2021-03-31;PRIVADO;;;;;;;;;;nelio@liberta.ai;www.liberta.ai
04.820.885/0001-26;LIBERTAS E ASSOCIADOS LTDA;LIBERTAS & ASSOCIADOS;2010-06-16;2015-09-25;CANCELAMENTO A PEDIDO;CANCELADA;2015-09-25;PRIVADO;SEDE;AV. LUIZ PAULO FRANCO, 500;13º ANDAR;BELVEDERE;BELO HORIZONTE;MG;30320570;31;32640482;libertas@libertas-mg.com.br;www.libertas-mg.com.br
04.820.885/0001-26;LIBERTAS E ASSOCIADOS LTDA;LIBERTAS & ASSOCIADOS;2017-05-24;2018-11-12;CANCELAMENTO A PEDIDO;CANCELADA;2018-11-12;PRIVADO;SEDE;AV. LUIZ PAULO FRANCO, 500;13º ANDAR;BELVEDERE;BELO HORIZONTE;MG;30320570;31;32640482;libertas@libertas-mg.com.br;www.libertas-mg.com.br
43.454.678/0001-57;LIBERTAS TRUST FAMILY OFFICE S.A.;LIBERTAS TRUST;2022-10-28;;;EM FUNCIONAMENTO NORMAL;2022-10-28;;SEDE;RUA MARTIM DE CARVALHO 723;1102;SANTO AGOSTINHO;BELO HORIZONTE;MG;30190094;31;36583032;contato@libertastrust.com.br;
41.480.250/0001-53;LIBRA CONSULTORIA DE VALORES MOBILIÁRIOS LTDA;LIBRA CONSULTORIA;2021-11-12;2022-09-22;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2022-09-22;PRIVADO;SEDE;AVENIDA JOÃO AMBIEL, 1220;;JARDIM CIDADE JARDIM;INDAIATUBA;SP;13331351;11;988003083;contato@libraconsultoria.com.br;www.libraconsultoria.com
39.147.090/0001-83;LIFFE LEGACY CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;LIFFE LEGACY;2021-06-24;;;EM FUNCIONAMENTO NORMAL;2021-06-24;PRIVADO;SEDE;R. DR. RUBENS GOMES BUENO, 691;TORRE ALPHA -BLOCO - B CONJ 275 27º ANDAR;SANTO AMARO;SÃO PAULO;SP;4730000;11;996416075;liffepartners@liffepartners.com;https://www.liffelegacy.com.br/
37.541.150/0001-12;LIMA E RODRIGUES CONSULTORIA LTDA.;VALOR INMELIUS;2022-09-12;;;EM FUNCIONAMENTO NORMAL;2022-09-12;PRIVADO;SEDE;RUA ADRIANO BARROSO, 68;;NOVA ESPERANÇA;MANAUS;AM;69037569;92;994716094;valorinmelius@gmail.com;https://valorinmelius.com.br/
21.564.362/0001-85;LIME PRIME CONSULTORIA DE NEGÓCIOS EIRELI;LIME PRIME CONSULTORIA FINANCEIRA PESSOAL;2022-08-19;;;EM FUNCIONAMENTO NORMAL;2022-08-19;PRIVADO;SEDE;AV. CARLOS GOMES, 1492/SALA 1208;;TRES FIGUEIRAS;PORTO ALEGRE;RS;90480002;51;33077170;limeprime@limeprime.com.br;www.limeprime.com.br
10.661.434/0001-96;LINKER INVESTIMENTOS LTDA.;--;2010-12-15;2014-04-30;CANCELAMENTO A PEDIDO;CANCELADA;2014-04-30;PRIVADO;SEDE;SCN QD. 1 BLOCO C - NR 85;;ASA SUL;BRASÍLIA;DF;70711902;61;21044400;marcos@linkerconsultores.com.br;
00.330.313/0001-08;LOCKTON BRASIL CONSULTORIA E CORRETORA DE SEGUROS LTDA.;LOCKTON BRASIL;2017-01-09;2017-12-06;CANCELAMENTO A PEDIDO;CANCELADA;2017-12-06;PRIVADO;SEDE;RUA ALEXANDRE DUMAS, 2200/2º;;CHÁCARA SANTO ANTÔNIO;SÃO PAULO;SP;4717910;11;33719137;lauro.araujo@br.lockton.com;
27.691.059/0001-20;LOGUS CAPITAL CONSULTORIA DE INVESTIMENTOS LTDA.;LOGUS CAPITAL CONSULTORIA DE INVESTIMENTOS LTDA;2017-07-18;;;EM FUNCIONAMENTO NORMAL;2017-07-18;PRIVADO;SEDE;RUA BANDEIRA PAULISTA, 726;CONJ 111;ITAIM BIBI;SÃO PAULO;SP;4532002;11;30714449;holger.breh@loguscapital.com.br;www.loguscapital.com.br
37.456.586/0001-03;LOMBARD ODIER (BRASIL) CONSULTORIA DE VALORES MOBILIÁRIOS LTDA.;LOMBARD ODIER BRASIL;2020-12-29;;;EM FUNCIONAMENTO NORMAL;2020-12-29;PRIVADO;SEDE;AV. NOVE DE JULHO, 3.624/6º ANDAR;;JARDIM PAULISTA;SÃO PAULO;SP;1406600;11;30504311;e.castillaaliguillen@lombardodier.com;www.lombardodier.com/home/legal-information/our-offices-in-a
29.511.508/0001-36;LOPES FILHO & ASSOCIADOS CONSULTORES DE INVESTIMENTOS LTDA;LOPES FILHO & ASSOCIADOS;1997-03-21;2022-02-16;CANCELAMENTO A PEDIDO;CANCELADA;2022-02-16;PRIVADO;;;;;;;;;;luizfernando@lopesfilho.com.br;www.lopesfilho.com.br
13.873.656/0001-60;LOUIS CAPITAL MARKETS DO BRASIL CONSULTORIA FINANCEIRA LTDA;LOUIS CAPITAL MARKETS DO BRASIL CONSULTORIA FINANCEIRA LTDA;2012-06-06;2012-11-23;CANCELAMENTO A PEDIDO;CANCELADA;2012-11-23;PRIVADO HOLDING;SEDE;RUA DAS OLIMPÍADAS, 205;4º ANDAR, SL. 406;;SÃO PAULO;SP;4551000;;;;
10.807.094/0001-69;LOYALL INVESTIMENTOS LTDA.;LOYALL INVESTIMENTOS;2009-12-07;2015-12-02;CANCELAMENTO A PEDIDO;CANCELADA;2015-12-02;PRIVADO;SEDE;AV. HORÁCIO LAFER, 160;CJTO 61;ITAIM BIBI;SÃO PAULO;SP;4538080;11;30743540;contato@loyall.com.br;http://www.loyall.com.br
57.753.428/0001-22;LRC CONSULTORES ASSOCIADOS S/C LTDA;LRC CONSULTORES ASSOCIADOS S/C LTDA;1987-10-08;2001-09-14;CANCELAMENTO A PEDIDO;CANCELADA;2001-09-14;PRIVADO;SEDE;RUA DOIS, 159;;;RIO CLARO;SP;13501030;;;;
19.832.876/0001-22;LUCE RISK CONSULTORIA EM GESTÃO LTDA.;LUCE RISK CONSULTORIA EM GESTÃO LTDA.;2015-02-27;2016-03-20;CANCELAMENTO A PEDIDO;CANCELADA;2016-03-20;PRIVADO;SEDE;RUA BOM PASTOR, 107;BL. 1 AP. 107;TIJUCA;RIO DE JANEIRO;RJ;20521060;021;25872976;lucerisk@lucerisk.com.br;
11.459.648/0001-47;LUXOR INVESTIMENTOS LTDA;--;2010-03-19;2013-03-19;CANCELAMENTO A PEDIDO;CANCELADA;2013-03-19;PRIVADO;SEDE;AV. NIEMEYER 2;SALA 111;VIDIGAL;RIO DE JANEIRO;RJ;22450220;21;25362300;mmesquita@luxor.com.br;
03.494.061/0001-40;LUZ ENGENHARIA FINANCEIRA LTDA;LUZ ENGENHARIA FINANCEIRA LTDA;2002-11-26;;;EM FUNCIONAMENTO NORMAL;2002-11-26;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA,;4º ANDAR CJ 42;JD PAULISTANO;SÃO PAULO;SP;1452914;11;37994700;comercial@luz-ef.com;www.luz-ef.com
03.593.981/0001-16;LYKKELIG SERVIÇOS S/C LTDA;LYKKELIG SERVIÇOS S/C LTDA;2000-11-30;2002-07-22;CANCELAMENTO A PEDIDO;CANCELADA;2002-07-22;PRIVADO;SEDE;R. TEÓFILO OTONI, 52/ SALA 309;;;RIO DE JANEIRO;RJ;20090070;;;;
03.706.633/0001-08;M INVEST CONSULTORIA LTDA;M INVEST CONSULTORIA LTDA;2004-07-02;2017-12-27;CANCELAMENTO A PEDIDO;CANCELADA;2017-12-27;PRIVADO;SEDE;R. GEN. VENANCIO FLORES,;444/203;LEBLON;RIO DE JANEIRO;RJ;22441090;21;38757325;sandra.blanco@orama.com.br;
14.767.500/0001-68;M&O CONSULTORIA, PLANEJAMENTO E ANÁLISE DE VALORES MOBILIÁRIOS LTDA;AZ FUTURAINVEST CONSULTORIA DE VALORES MOBILIÁRIOS;2012-03-09;2017-02-20;CANCELAMENTO A PEDIDO;CANCELADA;2017-02-20;PRIVADO;SEDE;R FREDERICO SIMOES, 125;5º AND;CAMINHO DAS ARVORES;SALVADOR;BA;41820774;71;30257650;alexandre.azevedo@azfuturainvest.com.br;www.azfuturainvest.com.br
47.401.503/0001-32;M2 PARTNERS SERVIÇOS LTDA.;M2 PARTNERS;2022-08-19;;;EM FUNCIONAMENTO NORMAL;2022-08-19;PRIVADO;SEDE;AVENIDA ADOLFO PINHEIRO, 2054/SALA 307;;SANTO AMARO;SÃO PAULO;SP;4734003;11;989031311;mtitakashi@hotmail.com;www.m2partners.com.br
56.086.762/0001-07;MACROINVEST CONS ASSOC SC LTDA;MACROINVEST;1986-12-08;1996-06-03;;CANCELADA;1996-06-03;PRIVADO;SEDE;R. SAO BENTO, 365/ 17 ANDAR;;;SÃO PAULO;SP;1011100;;;;
42.531.112/0001-19;MAG CONSULTORIA DE INVESTIMENTOS LTDA;MAG CONSULTORIA DE INVESTIMENTOS LTDA;2021-10-29;;;EM FUNCIONAMENTO NORMAL;2021-10-29;PRIVADO;SEDE;TRAVESSA BELAS ARTES, 5 (PARTE);;CENTRO;RIO DE JANEIRO;RJ;20060000;21;37222766;magconsult@mag.com.br;www.magconsult.com.br
14.407.553/0001-78;MAGNETIS GESTORA DE RECURSOS LTDA;MAGNETIS INVESTIMENTOS;2014-06-09;;;EM FUNCIONAMENTO NORMAL;2014-06-09;PRIVADO;SEDE;ALAMEDA SANTOS, 1165;SALA 11;CERQUEIRA CÉZAR;SÃO PAULO;SP;1419002;11;43808080;vinicius@magnetis.com.br;www.magnetis.com.br
22.687.467/0001-94;MAIS VALIA CONSULTORIA LTDA;------;2015-10-29;;;EM FUNCIONAMENTO NORMAL;2015-10-29;PRIVADO;SEDE;RUA GENERAL ARTIGAS;232 LJ 301;LEBLON;RIO DE JANEIRO;RJ;22441140;21;996146774;atendimento@maisvaliaconsultoria.com.br;www.maisvaliaconsultoria.com.br
28.363.842/0001-27;MAKER INVESTIMENTOS CRIATIVOS LTDA;MAKER INVESTIMENTOS CRIATIVOS;2017-08-22;;;EM FUNCIONAMENTO NORMAL;2017-08-22;PRIVADO;SEDE;PRAIA DO FLAMENGO;NUMERO 278 SALA 91;FLAMENGO;RIO DE JANEIRO;RJ;22210065;21;982050705;compliance@makerinvest.com.br;www.makerinvest.com.br
02.017.273/0001-74;MARCO & MARCO CONSULTORES FINANCEIROS ASSOCIADOS S/S - EPP;-----;2016-06-15;;;EM FUNCIONAMENTO NORMAL;2016-06-15;PRIVADO;SEDE;R. PEDRO CHAVES BARCELOS, 1000;APT 701;BELA VISTA;PORTO ALEGRE;RS;90450010;51;999814651;mmartins@jminvest.com;
11.736.406/0001-53;MARK 2 MARKET LTDA;MARK 2 MARKET;2014-12-02;2018-09-12;CANCELAMENTO A PEDIDO;CANCELADA;2018-09-12;PRIVADO;SEDE;AV BRIG FARIA LIMA, 1685;4H;JD PAULISTANO;SÃO PAULO;SP;1452001;011;35224022;rodrigo.amato@mark2market.com.br;
12.598.234/0001-61;MARSUPIAL CONSULTORIA DE VALORES MOBILIARIOS LTDA;MARSUPIAL INVESTIMENTOS;2012-01-24;2017-12-05;CANCELAMENTO A PEDIDO;CANCELADA;2017-12-05;PRIVADO;SEDE;R MILITAO CHAVES, 2117;;CANDELARIA;NATAL;RN;59064440;;;karol.diniz@yahoo.com;www.marsupialinvestimentos.com.br
14.813.501/0001-00;MATIAS E LEITÃO CONSULTORES ASSOCIADOS LTDA;LEMA ECONOMIA & FINANÇAS;2012-12-21;;;EM FUNCIONAMENTO NORMAL;2012-12-21;PRIVADO;SEDE;AVENIDA SANTOS DUMONT;3060, SALA 721;ALDEOTA;FORTALEZA;CE;60150161;85;30858886;everardo@lemaef.com.br;www.lemaef.com.br
08.599.779/0001-15;MAUÁ CONSULTORIA DE INVESTIMENTOS E ECONÔMICA LTDA;--;2007-05-14;2019-04-16;CANCELAMENTO A PEDIDO;CANCELADA;2019-04-16;PRIVADO;SEDE;RUA DR. RENATO PAES DE BARROS;955 - 15 ANDAR;ITAIM BIBI;SÃO PAULO;SP;4530001;11;21020707;administrativo@mauacapital.com;
07.368.332/0001-72;MAUSS CONSULTORIA EM GESTÃO LTDA;--;2011-04-20;2017-04-03;CANCELAMENTO A PEDIDO;CANCELADA;2017-04-03;PRIVADO;SEDE;RUA HELMUTH SCHMIDT;S/N;CENTRO;COQUEIROS DO SUL;RS;99528000;;;cezarvolnei@yahoo.com.br;
59.829.705/0001-69;MAXIMIZA VALORES MOB S/C LTDA;MAXIMIZA;1992-06-24;1997-06-26;;CANCELADA;1997-06-26;PRIVADO;SEDE;AV DIVINO SALVADOR 841 APT 112;;;SÃO PAULO;SP;4078013;11;2876672;;
29.416.906/0001-73;MAXINVEST CONS DE INV SC LTDA;MAXINVEST;1986-08-08;1996-11-21;;CANCELADA;1996-11-21;PRIVADO;SEDE;R.SETE DE SETEMBRO,55;;;RIO DE JANEIRO;RJ;20050004;;;;
09.527.734/0001-06;MAXX CONSULTORIA DE INVESTIMENTOS LTDA.;MAXX INVESTIMENTOS;2008-09-19;2016-04-06;CANCELAMENTO A PEDIDO;CANCELADA;2016-04-06;PRIVADO;SEDE;RUA 1, N.°928, QD B-7, LT 79;SALA 604;ED. WALL STREET CENTER;GOIÂNIA;GO;74115040;62;32152008;fernando@maxxinvestimentos.com.br;www.maxxinvestimentos.com.br
62.264.692/0001-32;MCM CONSULTORES ASSOCIADOS S.S.;--;2010-01-29;;;EM FUNCIONAMENTO NORMAL;2010-01-29;PRIVADO;SEDE;RUA CARDEAL ARCOVERDE, 2450;CONJ 706-707;PINHEIROS;SÃO PAULO;SP;5408003;11;43807700;jussara.yanae@mcmconsultores.com.br;
03.217.492/0001-60;MCM CONSULTORIA ECONÔMICA LTDA.;--;2010-01-29;2020-04-20;CANCELAMENTO A PEDIDO;CANCELADA;2020-04-20;PRIVADO;SEDE;PRAIA DE BOTAFOGO, 300;5 ANDAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;11;43807700;jussara.yanae@lcaconsultores.com.br;
07.066.113/0001-39;MDI ASSOCIADOS CONSULTORIA E ASSESSORIA EM RECURSOS FINANCEIROS LTDA;MDI ASSOCIADOS CONSULTORIA E ASSESSORIA EM RECURSOS FINANCEIROS LTDA;2008-04-28;2014-06-18;CANCELAMENTO A PEDIDO;CANCELADA;2014-06-18;PRIVADO;SEDE;rua Orobó;928;Alto de Pinheiros;SÃO PAULO;SP;5466030;11;30218295;miriam.saintive@terra.com.br;
20.035.091/0001-08;MEGUI CONSULTORIA DE VALORES MOBILIARIOS LTDA;MEGUI LTDA;2014-07-07;2016-08-19;CANCELAMENTO A PEDIDO;CANCELADA;2016-08-19;PRIVADO;SEDE;AV. DR. ALTINO ARANTES, 390;CJ. 41;VILA CLEMENTINO;SÃO PAULO;SP;4042002;11;31496100;helder@megui.com.br;www.megui.com.br
55.383.624/0001-27;MELLINGER E ASSOCIADOS CONSULTORIA FINANCEIRA S/C LTDA;MELLINGER;1986-12-08;1991-02-01;;CANCELADA;1991-02-01;PRIVADO;SEDE;R VISC NACAR 51 -AP62;;;SÃO PAULO;SP;5685010;11;8428081;;
16.847.061/0001-29;MENSURAR - SERVIÇOS DE CONSULTORIA ECONÔMICA LTDA. - ME;MENSURAR INVESTIMENTOS;2013-05-28;2019-06-27;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2019-06-27;PRIVADO;SEDE;AVENIDA DO CONTORNO, 6594;SALA 701;SAVASSI;BELO HORIZONTE;MG;30110044;31;39950438;charllie.camargos@mensurarinvestimentos.com.br;http://mensurarinvestimentos.com.br
16.847.061/0001-29;MENSURAR - SERVIÇOS DE CONSULTORIA ECONÔMICA LTDA. - ME;MENSURAR INVESTIMENTOS;2020-09-25;;;EM FUNCIONAMENTO NORMAL;2020-09-25;PRIVADO;SEDE;AVENIDA DO CONTORNO, 6594;SALA 701;SAVASSI;BELO HORIZONTE;MG;30110044;31;39950438;charllie.camargos@mensurarinvestimentos.com.br;www.mensurarinvestimentos.com.br
55.492.391/0001-09;MERCER HUMAN RESOURCE CONSULTING LTDA;MERCER HUMAN RESOURCE CONSULTING;2002-02-25;;;EM FUNCIONAMENTO NORMAL;2002-02-25;PRIVADO;SEDE;R ARQ. OLAVO REDIG DE CAMPOS;105 - 28 ANDAR;CHACARA SANTO ANTONIO;SÃO PAULO;SP;4711904;11;38782000;mauricio.martinelli@mercer.com;www.mercer.com
46.399.127/0001-26;MERRILL LYNCH REPRES LTDA;MERRILL LYNCH;1986-05-20;2005-06-24;CANCELAMENTO A PEDIDO;CANCELADA;2005-06-24;PRIVADO;SEDE;AV. PAULISTA, 37;13 ANDAR;CERQUEIRA CéSAR;SÃO PAULO;SP;1311902;11;31754100;clualdi@exdchange.ml.com;
15.800.480/0001-42;META ASSESSORIA E CONSULTORIA DE INVESTIMENTOS LTDA;META CONSULTORIA;2012-09-14;2013-12-30;CANCELAMENTO A PEDIDO;CANCELADA;2013-12-30;PRIVADO;SEDE;AV EVANDRO LINS E SILVA, 840;SALA 1002;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22631470;21;35631808;metaconsultoria75@gmail.com;metaconsultoria 75@gmail.com
34.369.665/0001-99;META CONSULTORIA DE INVESTIMENTOS INSTITUCIONAIS;INVESTING META;2022-06-10;;;EM FUNCIONAMENTO NORMAL;2022-06-10;PRIVADO;SEDE;RUA DA PALHA, S/N;;ITAITU;JACOBINA;BA;44700000;74;981399579;alvaro-martins-sn@hotmail.com;https://www.investingmeta.com.br/
07.416.843/0001-12;METLIFE ADMINISTRADORA DE FUNDOS MULTIPATROCINADOS LTDA;--;2011-08-16;;;EM FUNCIONAMENTO NORMAL;2011-08-16;PRIVADO;SEDE;R JOSE VERSOLATO, 111 - 9º ANDAR-  CONJS 921 E 922;EDIF DOMO CORPO;CENTRO;SÃO BERNARDO DO CAMPO;SP;9750730;11;39137953;stefanie.s.reis@metlife.com;www.metlife.com.br
43.562.649/0001-09;MEU PATRIMÔNIO INVESTIMENTOS LTDA;MEU PATRIMÔNIO INVESTIMENTOS;2021-10-27;;;EM FUNCIONAMENTO NORMAL;2021-10-27;PRIVADO;SEDE;AV. NOSSA SRA. DOS NAVEGANTES, 451/SALA 606;;ENSEADA DO SUÁ;VITÓRIA;ES;29050335;65;996678555;gabriel.liberato@meupatrimonio.com;www.meupatrimonio.com
49.558.904/0001-26;MFO2 CONSULTORIA DE VALORES MOBILIARIOS LTDA;MFO2 MULTI FAMILY OFFICE;2023-04-03;;;EM FUNCIONAMENTO NORMAL;2023-03-15;;SEDE;R MIN JESUINO CARDOSO, 454;Sala 32;VILA NOVA CONCEICAO;SÃO PAULO;SP;4544051;41;992296781;vitor.pampado@mfo2.com.br;
22.990.690/0001-06;MFS CONSULTORIA E ASSESSORIA EIRELI;MFS CAPITAL;2016-01-05;2016-05-09;CANCELAMENTO A PEDIDO;CANCELADA;2016-05-09;PRIVADO;SEDE;R. ARTUR DE SOUZA MARQUES, 932;CASA 10;VILA TRAMONTANO;SÃO PAULO;SP;5691000;11;33843925;hdoazevedo@yahoo.com.br;
11.143.389/0001-40;MH PREV CONSULTORIA FINANCEIRA E PREVIDENCIÁRIA LTDA;MH PREV;2014-11-11;;;EM FUNCIONAMENTO NORMAL;2014-11-11;PRIVADO;SEDE;AV. BARTOLOMEU MITRE, 68;301;LEBLON;RIO DE JANEIRO;RJ;22431002;21;971315464;mhmvaz@gmail.com;
40.387.276/0001-99;MILECH CONSULTORES LTDA.;MILENIUM;2018-07-16;2021-05-25;CANCELAMENTO A PEDIDO;CANCELADA;2021-05-25;PRIVADO;SEDE;R. VISCONDE DE PIRAJÁ, 414;804;IPANEMA;RIO DE JANEIRO;RJ;22410002;21;25337281;dmilech@milech.com.br;www.milenium.adm.br
03.555.316/0001-38;MILENIO SERVICOS S/C LTDA;MILÊNIO SERVIÇOS S/C LTDA;2001-04-04;2005-03-22;CANCELAMENTO A PEDIDO;CANCELADA;2005-03-22;PRIVADO;SEDE;TRAVESSA MIGUEL SAAD, 47;SALA 12;;POÁ;SP;8550000;;;;
