CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CATEG_REG;SUBCATEG_REG;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP;DDD;TEL;VL_PATRIM_LIQ;DT_PATRIM_LIQ;EMAIL;SITE_ADMIN
62.325.667/0001-11;AGENTE SA DTVM;AGENTE;1992-11-05;1996-01-15;;CANCELADA;1996-01-15;;;PRIVADO;SEDE;AL SANTOS 1800 - 7 ANDAR;;;SÃO PAULO;SP;1418200;11;35480;359602.51;1995-12-31;;
30.915.748/0001-85;AGF ASSESSORIA E PARTIC. LTDA;AGF ASSESSORIA E PARTICIPAÇÃO LTDA;1997-11-03;2009-04-15;CANCELAMENTO A PEDIDO;CANCELADA;2009-04-15;;;;SEDE;RUA DR. LUIZ JANUáRIO, 406;SALA 201, PARTE;CENTRO;SAQUAREMA;RJ;29990000;21;25444849;;;lafuente@novanet.com.br;
08.195.535/0001-77;AGG INVESTIMENTOS LTDA.;--;2008-05-29;;;EM FUNCIONAMENTO NORMAL;2008-05-29;Gestor de Carteira;;PRIVADO;SEDE;RUA ENXOVIA, 472;CONJ. 1802;VILA SÃO FRANCISCO;SÃO PAULO;SP;4711030;11;25078505;;;jp@aggregai.com.br;www.aggrega.com.br
11.141.257/0001-80;AGILE ASSET GESTÃO DE INVESTIMENTOS LTDA;AGILE ASSET MANAGEMENT;2010-07-23;;;EM FUNCIONAMENTO NORMAL;2010-07-23;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA INDEPENDÊNCIA, 1079;CJ 18;VILA JABOTICABEIRAS;TAUBATÉ;SP;12031001;11;982132394;;;antonio.siqueira@agileinveste.com;www.kansaiasset.com.br
26.027.326/0001-04;AGM S.A. CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS;AGM;1990-03-12;1996-02-29;;CANCELADA;1996-02-29;;;PRIVADO;SEDE;R. PARAIBA,321;;;BELO HORIZONTE;MG;30130140;31;1006;187180.52;1995-12-31;;
74.014.747/0001-35;AGORA CTVM S.A.;AGORA-SENIOR CTVM S.A .;1994-06-23;2012-05-24;;CANCELADA;2012-05-24;;;PRIVADO;SEDE;AVENIDA PAULISTA ,1450;3° ANDAR;BELA VISTA;SÃO PAULO;SP;1310917;011;21786198;11454191.83;1998-12-31;ipc.supervisao.corretoras@bradesco.com.br;
06.071.726/0001-00;AGORA GESTAO DE RECURSOS LTDA.;BRADESCO GLOBAL CLIENTS (BGC);2006-04-28;2018-01-12;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2018-01-12;;;PRIVADO;SEDE;AVENIDA PAULISTA, 1450/3º ANDAR;;BELA VISTA;SÃO PAULO;SP;1310917;11;92489180;;;felipe@bradesco.com.br;www.bradescoasset.com.br
06.071.726/0001-00;AGORA GESTAO DE RECURSOS LTDA.;BRADESCO GLOBAL CLIENTS (BGC);2022-05-24;;;EM FUNCIONAMENTO NORMAL;2022-05-24;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA PAULISTA, 1450/3º ANDAR;;BELA VISTA;SÃO PAULO;SP;1310917;11;92489180;;;felipe@bradesco.com.br;https://www.agorainvestimentos.com.br/investir/bgc/
20.155.420/0001-54;AGRIMISA DTVM S.A.;AGRIMISA;1990-09-21;1999-12-08;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;1999-12-08;;;PRIVADO;SEDE;R ESPIRITO SANTO 505 - 5 ANDAR;;;BELO HORIZONTE;MG;30160030;31;2564633;0.00;1990-12-31;;
05.946.654/0001-26;AGUILA CAPITAL ADMINISTRAÇÃO E GESTÃO DE CAPITAIS LTDA.;AGUILA CAPITAL;2003-11-24;;;EM FUNCIONAMENTO NORMAL;2003-11-24;Administrador Fiduciário e Gestor de Carteira;Capital Mínimo;PRIVADO;SEDE;ESTRADA DA GAVEA Nº 640;SALAS 305 E 306;SÃO CONRADO;RIO DE JANEIRO;RJ;22610002;21;32092299;;;adm.fundos@aguila.com.br;www.aguila.com.br
44.206.305/0001-20;AHEAD VENTURES GESTAO DE RECURSOS E CONSULTORIA LTDA.;AHEAD VENTURES;2022-03-18;;;EM FUNCIONAMENTO NORMAL;2022-03-18;Gestor de Carteira;;PRIVADO;SEDE;RUA DR. RENATO PAES DE BARROS, 1017/12? ANDAR (PARTE);;ITAIM BIBI;SÃO PAULO;SP;4530001;11;974729917;;;contato@aheadventures.com.br;www.aheadventures.com.br
03.223.854/0001-25;AIG CAPITAL INVESTMENTS DO BRASIL S.A.;AIG CAPITAL INVESTMENTS DO BRASIL S.A.;2005-12-29;2010-06-22;CANCELAMENTO A PEDIDO;CANCELADA;2010-06-22;;;PRIVADO;SEDE;Rua Hungria 514;3º ANDAR, SALA 2;Jardim Europa;SÃO PAULO;SP;1455000;11;38171777;;;lfelisbino@aigcapital.com.br;
02.986.231/0001-41;AIG GLOBAL INVEST.(BRASIL) LTD;AIG GLOBAL INVESTIMENT (BRASIL) LTDA;1999-04-12;2002-06-20;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2002-06-20;;;PRIVADO;SEDE;RUA MARQUES DE ITU 1007;APTO. 73 A;VILA BUARQUE;SÃO PAULO;SP;1223001;;;;;;
36.568.013/0001-09;AIPLAN GESTORA DE RECURSOS LTDA.;AIPLAN GESTORA;2021-05-19;2023-03-30;CANCELAMENTO A PEDIDO;CANCELADA;2023-03-30;Gestor de Carteira;;PRIVADO;SEDE;AV. PAULISTA, 967/2º ANDAR SL 21 E 22;;BELA VISTA;SÃO PAULO;SP;1311918;11;991037159;;;contato@aiplan.com.br;www.aiplan.com.br
15.621.713/0001-40;AJAX CAPITAL GESTORA DE RECURSOS DE TERCEIROS LTDA.;AJAX CAPITAL GESTORA DE RECURSOS DE TERCEIROS LTDA.;2021-11-30;2022-07-01;CANCELAMENTO A PEDIDO;CANCELADA;2022-07-01;Gestor de Carteira;;PRIVADO;SEDE;AV. NOVE DE JULHO, 5.966/CJ 81;;JARDIM PAULISTA;SÃO PAULO;SP;1406902;11;37968252;;;administrativo@ajaxcapital.com.br;www.ajaxcapital.com.br
02.678.955/0001-28;AKRO PARTICIPAÇÕES E SERVIÇOS S.A.;AKRO DTVM;1998-10-08;2013-12-30;CANCELAMENTO A PEDIDO;CANCELADA;2013-12-30;;;PRIVADO;SEDE;AVENIDA DAS AMÉRICAS, Nº 700;BL 6 - GRUPO 148;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640100;21;21093700;410807.71;1998-12-31;priscilacarvalho@asmasset.com.br;
00.010.354/1901-72;ALAMOS ADMINISTRADORA DE RECURSOS LTDA;--;2012-11-16;2012-11-16;REGISTRO INDEVIDO;CANCELADA;2012-11-16;;;PRIVADO;SEDE;AV AQUARELA DO BRASIL, 333;BL 2, AP 904;SÃO  CONRADO;RIO DE JANEIRO;RJ;22610010;21;22154225;;;gilberto@securitycontab.com.br;
10.354.190/0001-07;ALAMOS ADMINISTRADORA DE RECURSOS LTDA;--;2012-11-16;;;EM FUNCIONAMENTO NORMAL;2012-11-16;Gestor de Carteira;;PRIVADO;SEDE;RUA SETE DE SETEMBRO, 99;SALA 1501;CENTRO;RIO DE JANEIRO;RJ;20050005;21;35533503;;;alamos@alamosgestao.com.br;www.alamosgestao.com.br
15.089.883/0001-25;ALAOF DO BRASIL ADMINISTRADORA DE VALORES MOBILIARIOS E CONSULTORIA LTDA;--;2013-03-07;;;EM FUNCIONAMENTO NORMAL;2013-03-07;Gestor de Carteira;;PRIVADO;SEDE;RUA BANDEIRA PAULISTA, 726;19 ANDAR CJ. 191;ITAIM BIBI;SÃO PAULO;SP;4532002;11;30177666;;;emachado@aconinvestments.com;www.alaofbrasil.com.br
11.752.203/0001-50;ALASKA INVESTIMENTOS LTDA.;ALASKA ASSET MANAGEMENT;2010-07-28;;;EM FUNCIONAMENTO NORMAL;2010-07-28;Gestor de Carteira;;PRIVADO;SEDE;RUA BANDEIRA PAULISTA, 600;CJ 73;ITAIM BIBI;SÃO PAULO;SP;4532001;11;45502950;;;ri@alaska-asset.com.br;www.alaska-asset.com.br
05.452.073/0001-38;ALBATROSS CCV S.A.;ALBATROSS CCV S.A.;1994-02-01;1999-04-13;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;1999-04-13;;;PRIVADO;SEDE;AV PAULISTA, 1439;1º ANDAR;BELA VISTA;SÃO PAULO;SP;1311200;11;32930334;2239442.20;1996-12-31;albatross@albastrossccv.com.br;
13.056.344/0001-64;ALBION CAPITAL LTDA;ALBION CAPITAL;2011-09-22;;;EM FUNCIONAMENTO NORMAL;2011-09-22;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA ERASMO BRAGA, 255;CONJUNTO 503;CENTRO;RIO DE JANEIRO;RJ;20020000;21;35200123;;;albion@albioncapital.com.br;www.albioncapital.com.br
22.584.235/0001-00;ALERCE GESTÃO DE RECURSOS DE TERCEIROS LTDA.;ALERCE CAPITAL;2021-11-04;;;EM FUNCIONAMENTO NORMAL;2021-11-04;Gestor de Carteira;;PRIVADO;SEDE;RUA DIAS FERREIRA, Nº 175;APTO. 603;LEBLON;RIO DE JANEIRO;RJ;22431050;21;983382991;;;administrativo@alerce.capital;www.alerce.capital
62.178.421/0001-64;ALFA CCVM S.A.;ALFA - CORRETORA;1990-03-26;2013-04-02;CANCELAMENTO A PEDIDO;CANCELADA;2013-04-02;;;PRIVADO;SEDE;ALAMEDA SANTOS, 466;6º ANDAR;CERQUEIRA CESAR;SÃO PAULO;SP;1418000;11;31755050;262441729.07;2010-12-31;hugo.ferreira@bancoalfa.com.br;
43.107.325/0001-80;ALFALEVY ADMINISTRACAO DE INVESTIMENTOS LTDA;ALFALEVY;2000-06-08;;;EM FUNCIONAMENTO NORMAL;2000-06-08;Gestor de Carteira;;PRIVADO;SEDE;RUA HENRIQUE MONTEIRO, 90;CJTO 152 E 154;PINHEIROS;SÃO PAULO;SP;5423020;11;27386838;;;calevy@alfalevy.com.br;https://www.alfalevy.com.br/
38.481.640/0001-33;ALGARVE CAPITAL GESTÃO DE RECURSOS LTDA.;ALGARVE CAPITAL;2021-06-23;;;EM FUNCIONAMENTO NORMAL;2021-06-23;Gestor de Carteira;;PRIVADO;SEDE;RUA AMAURI, 305/4º ANDAR;;ITAIM BIBI;SÃO PAULO;SP;1448000;11;981229769;;;fabio@algarvecapital.com;www.algarvecapital.com.br
15.437.865/0001-97;ALGARVE GESTAO DE INVESTIMENTOS LTDA;--;2012-07-09;;;EM FUNCIONAMENTO NORMAL;2012-07-09;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA;1779 CONJ 62;JARDIM PAULISTANO;SÃO PAULO;SP;1452001;11;30952244;;;andre@algin.com.br;www.algin.com.br
21.950.366/0001-00;ALIANZA GESTÃO DE RECURSOS LTDA;ALIANZA INVESTIMENTOS;2015-10-01;;;EM FUNCIONAMENTO NORMAL;2015-10-01;Gestor de Carteira;;PRIVADO;SEDE;RUA IGUATEMI, Nº 151;CONJUNTO 202, PARTE;ITAIM BIBI;SÃO PAULO;SP;1451011;11;30731516;;;fabio.carvalho@alianza.com.br;www.alianza.com.br
03.687.117/0001-83;ALLIANCEBERNSTEIN ADMINISTRADORA DE CARTEIRAS (BRASIL) LTDA;--;2015-04-14;;;EM FUNCIONAMENTO NORMAL;2015-04-14;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA JUSCELINO KUBITSCHEK;1726 CJ 201;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;45053785;;;claudio.bello@alliancebernstein.com;https://www.abglobal.com
03.687.117/0001-83;ALLIANCEBERNSTEIN ADMINISTRADORA DE CARTEIRAS (BRASIL) LTDA;--;2010-11-23;2014-06-09;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2014-06-09;;;PRIVADO;SEDE;AVENIDA JUSCELINO KUBITSCHEK;1726 CJ 201;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4543000;11;45053785;;;claudio.bello@alliancebernstein.com;
04.503.083/0001-92;ALLOCATION ASSET MANAGEMENT LTDA;ALLOCATION ASSET MANAGEMENT LTDA;2001-08-20;2008-12-19;CANCELAMENTO A PEDIDO;CANCELADA;2008-12-19;;;PRIVADO;SEDE;RUA DE QUITANDA, 62;SALA 802;CENTRO;RIO DE JANEIRO;RJ;20011030;21;22211415;;;gabinoneto@allocationam.com.br;
08.228.243/0001-93;ALOCC GESTÃO PATRIMONIAL LTDA.;--;2011-12-23;;;EM FUNCIONAMENTO NORMAL;2011-12-23;Gestor de Carteira;;PRIVADO;SEDE;RUA VISCONDE DE PIRAJA, 470;6º ANDAR;IPANEMA;RIO DE JANEIRO;RJ;22410002;21;37217777;;;notificacoes@alocc.com.br;www.alocc.com.br
11.018.642/0001-34;ALP CAPITAL GESTAO DE ATIVOS LTDA;--;2009-10-13;2015-03-25;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2015-03-25;;;PRIVADO;SEDE;RUA CASA DO ATOR, 1117;Conjunto 74;VILA OLíMPIA;SÃO PAULO;SP;4546004;11;38459999;;;roberto.petena@alpcapital.com.br;
15.575.770/0001-30;ALPHA CAPITAL PARTNERS GESTAO DE INVESTIMENTOS S.A;ALPHA CAPITAL;2012-11-16;;;EM FUNCIONAMENTO NORMAL;2012-11-16;Gestor de Carteira;;PRIVADO;SEDE;RUA DAS ACÁCIAS, 1338;SALA 1003;VALE DO SERENO;NOVA LIMA;MG;34006003;31;32807111;;;natan@alphacapital.com.br;www.alphacapital.com.br
31.340.246/0001-36;ALPHA KEY CAPITAL MANAGEMENT INVESTIMENTOS LTDA.;ALPHA KEY;2019-04-12;;;EM FUNCIONAMENTO NORMAL;2019-04-12;Gestor de Carteira;;PRIVADO;SEDE;RUA BALTAZAR DA VEIGA, 634/SL 43;4º ANDAR;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4510001;11;42807350;;;ri@alphakey.com.br;www.alphakey.com.br
68.317.551/0001-17;ALPHA-FINTEC SC LTDA;ALPHA-FINTEC;1992-11-05;1997-03-31;;CANCELADA;1997-03-31;;;PRIVADO;SEDE;R MARIO AMARAL 426 UNIDADE 21;;;SÃO PAULO;SP;4002020;;;;;;
11.000.859/0001-17;ALPHA-MAR INVESTIMENTOS LTDA;ALPHAMAR INVESTIMENTOS;2009-10-08;;;EM FUNCIONAMENTO NORMAL;2009-10-08;Gestor de Carteira;;PRIVADO;SEDE;AV CARLOS MOREIRA LIMA, 90;;BENTO FERREIRA;VITÓRIA;ES;29050652;27;32036424;;;gestao@alphamarinvest.com;www.alphamarinvest.com.br
18.061.570/0001-57;ALPHA-MAR INVESTIMENTOS LTDA;ALPHAMAR INVESTIMENTOS;2013-10-10;2016-01-05;CANCELAMENTO A PEDIDO;CANCELADA;2016-01-05;Gestor de Carteira;;PRIVADO;SEDE;Rua Carlos Moreira Lima;90;BENTO FERREIRA;VITÓRIA;ES;29050652;27;32036426;;;fcg@alphamarinvest.com;
41.006.363/0001-11;ALPHATREE CAPITAL GESTÃO DE RECURSOS LTDA.;-----;2021-08-11;;;EM FUNCIONAMENTO NORMAL;2021-08-11;Gestor de Carteira;;PRIVADO;SEDE;RUA RAMOS BATISTA, 198/14º ANDAR CJ 142;;VILA OLÍMPIA;SÃO PAULO;SP;4552020;11;52422000;;;contato@alphatree.com.br;www.alphatree.com.br
28.058.342/0001-81;ALTA CAPITAL ADMINISTRAÇÃO DE FUNDOS E INVESTIMENTO ESTRATÉGICOS EIRELI;ALTA CAPITAL;2020-05-08;2021-07-12;CANCELAMENTO A PEDIDO;CANCELADA;2021-07-12;Gestor de Carteira;;PRIVADO;SEDE;RUA GENERAL OSÓRIO;1032/SL 304;CENTRO;IBIRUBÁ;RS;98200000;54;33245681;;;contato@altacapital.com.br;www.altacapital.com.br
79.886.818/0001-03;ALTERMARKET COMMODITIES LTDA;ALTERMARKET;1989-12-06;1991-02-26;;CANCELADA;1991-02-26;;;PRIVADO;SEDE;AV JULIO DACIA BARRETO 36;;;FLORIANÓPOLIS;SC;88040520;;;;;;
07.669.820/0001-10;ALTO CAPITAL GESTORA DE RECURSOS LTDA.;--;2007-10-03;2016-07-13;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2016-07-13;Gestor de Carteira;;PRIVADO;SEDE;rua goncalves dias;30;centro;RIO DE JANEIRO;RJ;20050030;21;35057800;;;alvaro@altocapital.com.br;
46.280.447/0001-62;ALTRE GESTAO DE INVESTIMENTOS IMOBILIARIOS LTDA.;ALTRE GESTÃO;2022-09-21;;;EM FUNCIONAMENTO NORMAL;2022-09-21;Gestor de Carteira;;PRIVADO;SEDE;AV. MANUEL BANDEIRA, 291/BL B CJ 23 (PARTE);;VILA LEOPOLDINA;SÃO PAULO;SP;5317020;11;37043353;;;contato@altre.com.br;www.altre.com.br
65.724.965/0001-72;ALVORADA BANCO DE INVESTIMENTO S.A.;BBV GESTÃO DE RECURSOS;1992-11-16;2004-02-12;CANCELAMENTO A PEDIDO;CANCELADA;2004-02-12;;;PRIVADO;SEDE;RUA CINCINATO BRAGA, 340;15º ANDAR - ALA A;BELA VISTA;SÃO PAULO;SP;1333010;11;31493000;10927250.14;1998-12-31;fundos@bbvbrasil.com.br;
07.196.934/0001-90;ALVORADA CARTOES, CREDITO, FINANCIAMENTO E INVESTIMENTO S/A;BEC;2005-01-28;2006-07-07;CANCELAMENTO A PEDIDO;CANCELADA;2006-07-07;;;PRIVADO;SEDE;AV. PAULISTA Nº 1450;6º ANDAR;BELA VISTA;SÃO PAULO;SP;1310917;11;21786633;418893000.00;2005-12-31;robert@bram.bradesco.com.br;
01.721.118/0001-71;ALVORADA PARTICIPAÇÕES LTDA;DEUTSCHE BANK INVESTIMENTOS DTVM S.A.;1997-04-14;2003-04-29;CANCELAMENTO A PEDIDO;CANCELADA;2003-04-29;;;PRIVADO;SEDE;R ALEXANDRE DUMAS 2200;TERREO - CJ. 02;CHACARA SANTO ANTONIO;SÃO PAULO;SP;4717910;011;51895000;;;reginaldo.cruz@db.com;
26.760.824/0001-53;ÂMAGO GESTÃO DE INVESTIMENTOS LTDA;ÂMAGO CAPITAL;2017-05-23;;;EM FUNCIONAMENTO NORMAL;2017-05-23;Gestor de Carteira;;PRIVADO;SEDE;RUA FUNCHAL, 263;CONJ. 24;VILA OLIMPIA;SÃO PAULO;SP;4551060;11;31818393;;;iram.siqueira@amago.capital;https://amagocapital.com.br/
17.312.661/0001-55;AMARIL FRANKLIN CTV LTDA;AMARIL CTV;1993-04-22;2021-02-01;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2021-02-01;Administrador Fiduciário e Gestor de Carteira;Instituição Financeira;PRIVADO;SEDE;RUA GUAJAJARAS, 581;3º E 5º ANDARES;CENTRO;BELO HORIZONTE;MG;30180100;31;32358128;1857458.88;1998-12-31;investimentos@amarilfranklin.com.br;
17.889.040/0001-39;AMAZONIA INVESTIMENTOS LTDA;AMAZÔNIA CAPITAL;2013-08-13;;;EM FUNCIONAMENTO NORMAL;2013-08-13;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA 2369;CJTO 1611;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;994150784;;;helio.kwon@amazoniacapital.com;www.amazoniacapital.com
09.012.558/0001-61;AMB CONSULTORES ASSOCIADOS LTDA.;AMB FAMILY OFFICE;2014-09-12;;;EM FUNCIONAMENTO NORMAL;2014-09-12;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA DOUTOR NILO PEÇANHA 2900;1002;CHACARA DAS PEDRAS;PORTO ALEGRE;RS;91330001;51;30626671;;;contato@ambfamilyoffice.com.br;www.ambfamilyoffice.com.br
45.201.272/0001-98;AMERICA P.E. ADMINISTRAÇÃO DE RECURSOS LTDA;AMÉRICA PRIVATE EQUITY;2022-05-05;;;EM FUNCIONAMENTO NORMAL;2022-05-05;Administrador Fiduciário;Fundos Especiais;PRIVADO;SEDE;RUA URUSSUI, 71;CJ 56;ITAIM BIBI;SÃO PAULO;SP;4542050;11;996955857;;;gustavofalcin@americape.com.br;www.americape.com.br
05.925.373/0001-97;AMERICAINVEST ADMINISTRADORA DE RECURSOS LIMITADA;AMERICAINVEST ADMINISTRADORA DE RECURSOS LIMITADA;2003-12-18;2005-01-07;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;2005-01-07;;;PRIVADO;SEDE;RUA VISCONDE DE PIRAJA 351;SALA 1007;;RIO DE JANEIRO;RJ;22410003;;;;;claudio@americainvest.com.br;
31.243.611/0001-94;AMERICAS ASSET CONSULTORIA E GESTÃO DE INVESTIMENTOS LTDA.;AMERICAS ASSET;1992-05-26;2017-12-29;CANCELAMENTO A PEDIDO;CANCELADA;2017-12-29;Gestor de Carteira;;PRIVADO;SEDE;AV. DAS AMÉRICAS, 700;BLOCO 8 -LOJA 115F;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640100;21;986040634;;;contato@americasasset.com.br;http://www.americasasset.com.br/
10.824.993/0001-70;AMMC INVESTIMENTOS E PARTICIPAÇÕES S.A.;BCO MERCANTIL;1994-12-30;1998-08-20;CANCELAMENTO POR DECISÃO ADMINISTRATIVA;CANCELADA;1998-08-20;;;PRIVADO;SEDE;R.ANTONIO LUMACK MONTE,96/10AN;;;RECIFE;PE;51020350;81;2243466;-109771922.66;1995-12-31;;
08.440.633/0001-22;AMPLIO CAPITAL LTDA;AMPLIO CAPITAL;2012-09-14;2017-02-09;CANCELAMENTO A PEDIDO;CANCELADA;2017-02-09;Gestor de Carteira;;PRIVADO;SEDE;Avenida das Américas Nº 500;Bl. 21 C Sl. 318;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22640100;21;31394173;;;ri@ampliocapital.com.br;
02.835.612/0001-20;AMS CAPITAL LTDA;AMS CAPITAL LTDA.;2000-07-07;;;EM FUNCIONAMENTO NORMAL;2000-07-07;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA;2277 10 ANDAR;JDM PAULISTANO;SÃO PAULO;SP;1452000;11;30386400;;;atendimento@msafra.com.br;www.msafra.com.br
09.356.054/0001-69;AMS INTERNATIONAL GESTAO FINANCEIRA LTDA.;--;2008-06-13;2017-05-04;CANCELAMENTO A PEDIDO;CANCELADA;2017-05-04;Gestor de Carteira;;PRIVADO;SEDE;AV. BRIGADEIRO FARIA LIMA;2277 10 ANDAR;JDM PAULISTANO;SÃO PAULO;SP;1452000;11;30386400;;;atendimento@msafra.com.br;
30.986.251/0001-58;ANALYSIS-CONS MERC DE CAP LTDA;ANALYSIS;1989-09-26;1990-03-19;;CANCELADA;1990-03-19;;;;SEDE;AV ERASMO BRAGA 255 - CJ 1103;;;RIO DE JANEIRO;RJ;20020000;;;;;;
00.641.561/0001-70;ANCORA ADMINISTRACAO DE PATRIMONIO LTDA;ANCORA ADMINISTRACAO DE PATRIMONIO LTDA;1995-08-04;2012-06-11;CANCELAMENTO A PEDIDO;CANCELADA;2012-06-11;;;PRIVADO;SEDE;CALçADA DOS ANTARES, 249;Sala 23 - CA II;ALPHAVILLE;SANTANA DE PARNAÍBA;SP;6541065;11;38879651;;;ancoraadm@gmail.com;
67.600.379/0001-41;ANDBANK DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;LLA DTVM LTDA;2002-07-09;2015-11-11;CANCELAMENTO A PEDIDO;CANCELADA;2015-11-11;;;PRIVADO;SEDE;AV BRIGADEIRO FARIA LIMA, 2179;8 ANDAR - CJ 81 PARTE;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;30957070;682240.58;2010-12-31;jose.campos@andbank.com.br;
09.664.936/0001-91;ANDBANK GESTAO DE PATRIMONIO FINANCEIRO LTDA;--;2011-05-17;;;EM FUNCIONAMENTO NORMAL;2011-05-17;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA, 2179;8ºAND CJ 81 PARTE;JARDIM PAULISTANO;SÃO PAULO;SP;1452000;11;30957070;;;jose.campos@andbank.com.br;www.andbank.com.br
09.452.272/0001-05;ANGÁ ADMINISTRAÇÃO DE RECURSOS LTDA.;ANGÁ ASSET MANAGEMENT;2008-05-14;;;EM FUNCIONAMENTO NORMAL;2008-05-14;Gestor de Carteira;;PRIVADO;SEDE;AV. MAGALHÃES DE CASTRO, 4800;TORRE 1 17º ANDAR;CIDADE JARDIM;SÃO PAULO;SP;5676120;11;37503210;;;angaasset@angaasset.com.br;www.angaasset.com.br
27.847.326/0001-05;ANGRA DTVM LTDA;ANGRA- DISTRIBUIDORA;1995-01-16;1998-01-09;;CANCELADA;1998-01-09;;;PRIVADO;SEDE;R DA ASSEMBLEIA 69/12 ANDAR;;;RIO DE JANEIRO;RJ;20011001;;;1006159.88;1996-12-31;;
05.597.435/0001-89;ANGRA PARTNERS GESTÃO DE RECURSOS LTDA.;ANGRA PARTNERS GESTÃO DE RECURSOS LTDA.;2004-01-02;;;EM FUNCIONAMENTO NORMAL;2004-01-02;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA SANTO AMARO, 48;6º ANDAR - CONJ 61;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;4506000;11;30395741;;;jaimar.azevedo@angrapartners.com.br;www.angrapartners.com.br
05.386.706/0001-57;ANTARES ADMINISTRADORA DE RECURSOS S/C LTDA;ANTARES ADMINISTRADORA DE RECURSOS S/C LTDA;2003-01-30;2022-03-25;CANCELAMENTO A PEDIDO;CANCELADA;2022-03-25;Gestor de Carteira;;PRIVADO;SEDE;RUA ENG. ISAAC MILDER, 342;10 ANDAR;MORUMBI;SÃO PAULO;SP;5688010;11;35429950;;;fabio@antarescapital.com.br;www.antarescapital.com.br
46.284.772/0001-01;ANTARES ASSET MANAGEMENT GESTÃO DE ATIVOS LTDA.;ANTARES CAPITAL;2022-11-16;;;EM FUNCIONAMENTO NORMAL;2022-11-16;Gestor de Carteira;;PRIVADO;SEDE;AV. DR. JOSÉ MACHADO DE SOUZA, 120/SALA 1503;CONDOMÍNIO HORIZONTE;JARDINS;ARACAJU;SE;49025740;79;981405221;;;atendimento@antaresasset.com;www.antaresasset.com
08.096.466/0001-44;ANTERA GESTÃO DE RECURSOS LTDA;ANTERA GESTÃO DE RECURSOS LTDA;2006-07-26;;;EM FUNCIONAMENTO NORMAL;2006-07-26;Gestor de Carteira;;PRIVADO;SEDE;RUA GENERAL GARZON, 22;SL 508;LAGOA;RIO DE JANEIRO;RJ;22470010;21;25548758;;;binder@anteragr.com.br;www.anteragr.com.br
92.666.494/0001-66;ANTONIO DELAPIEVE SA CCVM;ANTONIO DELAPIEVE;1990-02-15;1994-10-19;;CANCELADA;1994-10-19;;;PRIVADO;SEDE;PCA MONTEVIDEO 79;;;PORTO ALEGRE;RS;90010170;51;1375;;;;
39.133.129/0001-03;APAR DIST TIT VAL MOB LTDA.;APAR DTVM L;1994-05-02;1999-03-31;CANCELAMENTO A PEDIDO;CANCELADA;1999-03-31;;;PRIVADO;SEDE;AV PAULISTA 2073 CJ NAC HII 23;;;SÃO PAULO;SP;1310300;011;2891205;;;;
13.518.918/0001-79;APEX CAPITAL LTDA;--;2011-09-21;;;EM FUNCIONAMENTO NORMAL;2011-09-21;Gestor de Carteira;;PRIVADO;SEDE;AVENIDA BRIGADEIRO FARIA LIMA, 3729;2º ANDAR - LADO A;ITAIM BIBI;SÃO PAULO;SP;4538133;11;50545540;;;comercial@apexcapital.com.br;www.apexcapital.com.br
