TP_PARTIC;CNPJ;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;CONTROLE_ACIONARIO;VL_PATRIM_LIQ;DT_PATRIM_LIQ;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL
BANCOS DE INVESTIMENTOS;12.865.507/0001-97;BRICKELL S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;--;2001-07-05;2002-02-13;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2002-02-13;507;;;0.00;2002-12-31;SEDE;R JOAQUIM FLORIANO, 466;SALA 1302 E1303;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4534002;11;21989735;11;21989694;brickellcfi@brickellcfi.com.br
BANCOS DE INVESTIMENTOS;33.760.497/0001-03;CHASE FLEMING BANCO DE INVESTIMENTO SA;CHASE FLEMING BANCO DE INVESTIMENTO SA;2001-12-28;2002-04-15;INCORPORAÇÃO;CANCELADA;2002-04-15;531;;;29584522.25;2000-12-31;SEDE;AV BRIG. FARIA LIMA 3279;14 ANDAR - PARTE;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4538905;21;51804433;011;51804581;
BANCOS DE INVESTIMENTOS;54.046.107/0001-08;DIGIBANCO-BANCO DE INV. S/A;DIGIBANCO;1984-12-28;1994-12-07;;CANCELADA;1994-12-07;183;;;0.00;1992-12-31;SEDE;R ALVARES PENTEADO 97;;;SÃO PAULO;SP;BRASIL;1012000;;;;;
BANCOS DE INVESTIMENTOS;09.517.556/0001-24;GERACAO FUTURO PARTICIPACOES S.A.;--;2008-05-15;2013-03-14;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2013-03-14;639;;;15172805.96;2012-12-31;SEDE;Av. Carlos Gomes 300;6 andar;AUXILIADORA;PORTO ALEGRE;RS;BRASIL;90480000;51;21219500;51;21219501;juridico@gerafuturo.com.br
BANCOS DE INVESTIMENTOS;34.111.187/0001-12;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.;BES INVESTIMENTO DO BRASIL;2000-06-14;;;EM FUNCIONAMENTO NORMAL;2000-06-14;493;Arrendamento Mercantil;;552819151.36;2021-12-31;SEDE;AV BRIGADEIRO FARIA LIMA 3729;8º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4538905;11;30747444;;;resp_legal_alan@haitongib.com.br
BANCOS DE INVESTIMENTOS;43.144.112/0001-29;MERIDIONAL - BCO DE INV S/A;MERIDIONAL;1990-01-01;1990-12-20;CANCELADO NO AS400;CANCELADA;1990-12-20;167;;;181165770.99;1989-12-31;SEDE;R. 7 DE SETEMBRO,1028-3 ANDAR;;;PORTO ALEGRE;RS;BRASIL;90010191;0005;2256088;;;
BANCOS DE INVESTIMENTOS;58.954.512/0001-77;METROBANCO BI S/A;;1990-07-06;1994-12-07;CANCELADO NO AS400;CANCELADA;1994-12-07;221;;;44414836.79;1989-12-30;SEDE;R 7 DE SETEMBRO 722 - 7 ANDAR;;;PORTO ALEGRE;RS;BRASIL;90010190;;;;;
BANCOS DE INVESTIMENTOS;33.857.830/0001-99;OPPORTUNITY HDF ADMINISTRADORA DE RECURSOS LTDA.;OPPORTUNITY HDF ADMINISTRADORA DE RECURSOS LTDA.;2013-05-27;2015-11-20;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2015-11-20;663;;;182129939.14;2013-12-31;SEDE;RUA VISCONDE DE PIRAJÁ, Nº 351;14º ANDAR (PARTE);IPANEMA;RIO DE JANEIRO;RJ;BRASIL;22410906;21;38043700;21;38043700;gar@opportunity.com.br
BANCOS DE INVESTIMENTOS;74.419.714/0001-75;SINTESE ASSET MANAGEMENT LTDA;SINTESE ASSET MANAGEMENT LTDA;1998-11-03;1999-05-25;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;1999-05-25;469;;;9802714.97;1998-12-31;SEDE;R. PEDROSO ALVARENGA, 584;CONJ. 21;ITAIM BIBI;SÃO PAULO;SP;BRASIL;4531001;11;2878755;;;
BANCOS DE INVESTIMENTOS;11.932.017/0001-01;STANDARD CHARTERED PARTICIPAÇÕES LTDA.;STANDARD CHARTERED BANK (BRASIL) S.A. Ì BANCO DE INVESTIMENTO;2010-05-24;2019-12-27;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2019-12-27;647;;;309418979.54;2018-12-31;SEDE;AV.BRIG. FARIA LIMA, 3600;7  ANDAR - CONJ.72;ITAIM BIBI;SÃO PAULO;SP;;4538132;11;30737000;;;daniella.rudge@sc.com
BANCOS DE INVESTIMENTOS;65.435.174/0001-22;TENDENCIA EMPREENDIMENTOS E PARTICIPACOES LTDA;BANCO DE INVESTIMENTO TENDENCIA S.A.;2001-09-04;2010-12-28;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2010-12-28;523;;;27693313.80;2009-12-31;SEDE;AV BRIG FARIA LIMA 2092;20º. ANDAR;JD PAULISTANO;SÃO PAULO;SP;BRASIL;1452002;01;30970080;11;38166873;ouvidoria@tendencia.com.br
BANCOS DE INVESTIMENTOS;59.608.174/0001-84;UAM - ASSESSORIA E GESTÃO DE INVESTIMENTOS LTDA.;UAM - ASSESSORIA E GESTÃO DE INVESTIMENTOS LTDA.;1996-09-03;2006-11-16;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2006-11-16;450;;;35973992.73;2005-12-31;SEDE;PÇA ALFREDO E. DE SOUZA 100;12º ANDAR;BROOKLIN NOVO;SÃO PAULO;SP;BRASIL;4344902;11;50292206;11;50291431;paulo.corchaki@itau-unibanco.com.br
BANCOS DE INVESTIMENTOS;18.520.834/0001-93;UBS BRASIL BANCO DE INVESTIMENTO S.A.;UBS BRASIL BANCO DE INVESTIMENTO S.A.;2013-12-19;;;EM FUNCIONAMENTO NORMAL;2013-12-19;671;;;58319482.96;2021-12-31;SEDE;AV BRIGADEIRO FARIA LIMA, 4440;9 ANDAR, PARTE;ITAIM BIBI;SÃO PAULO;SP;;4538132;011;27676500;;;ol-compliance-brazil@ubs.com
BANCOS DE INVESTIMENTOS;87.411.088/0001-12;VCA - EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S/A;VCA - EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S/A;1996-11-04;2000-09-26;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2000-09-26;434;;;0.00;2000-12-31;SEDE;R SAO JOSE 20 / 4 ANDAR;;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20010020;021;2962000;021;2962000;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;07.196.934/0001-90;ALVORADA CARTOES, CREDITO, FINANCIAMENTO E INVESTIMENTO S/A;BEC;1990-01-01;1994-10-13;CANCELADO NO AS400;CANCELADA;1994-10-13;35;Bancos;;356269852.06;2004-12-31;SEDE;AV. PAULISTA Nº 1450;6º ANDAR;BELA VISTA;SÃO PAULO;SP;BRASIL;1310917;11;21786633;11;21786833;robert@bram.bradesco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;10.824.993/0001-70;AMMC INVESTIMENTOS E PARTICIPAÇÕES S.A.;BCO MERCANTIL;1989-04-03;2013-03-19;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2013-03-19;78;;;-109771922.66;1995-12-31;SEDE;R.ANTONIO LUMACK MONTE,96/10AN;;;RECIFE;PE;BRASIL;51020350;81;2243466;;;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;28.195.667/0001-06;BANCO ABC BRASIL S/A;ABC BRASIL;1989-08-03;;;EM FUNCIONAMENTO NORMAL;1989-08-03;248;Bancos;;4669463778.41;2021-12-31;SEDE;AV. CIDADE JARDIM, 803;2º ANDAR;ITAIM BIBI;SÃO PAULO;SP;;1453000;11;31702186;11;31702001;juridico.societario@abcbrasil.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;33.066.408/0001-15;BANCO ABN AMRO REAL S.A.;BANCO ABN AMRO REAL S.A.;1991-02-28;2011-11-01;INCORPORAÇÃO;CANCELADA;2011-11-01;1660;;;11831683083.63;2008-12-31;SEDE;AV. JUSCELINO KUBITSCHEK, 2235;3º ANDAR;VILA OLIMPIA;SÃO PAULO;SP;BRASIL;4543011;11;35532943;11;35536300;luciane.ribeiro@santander.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;03.532.415/0001-02;BANCO ABN AMRO S.A.;BANCO ABN AMRO S.A.;2013-09-17;;;EM FUNCIONAMENTO NORMAL;2013-09-17;2658;;;589099124.18;2021-12-31;SEDE;R FIDENCIO RAMOS;302/308 11 ANDAR CONJUNTO 111;VILA OLIMPIA;SÃO PAULO;SP;;4551010;11;30737400;;;contasapagar.br@abnamroclearing.com
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;29.956.208/0001-60;BANCO ADOLPHO OLIVEIRA & ASSOCIADOS S.A.;A. OLIVEIRA;1990-01-01;1994-10-11;CANCELADO NO AS400;CANCELADA;1994-10-11;280;;;969177543.39;1993-12-31;SEDE;RUA DO MERCADO, 33 - LOJA;;;RIO DE JANEIRO;RJ;BRASIL;20010;021;2923922;;;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;10.664.513/0001-50;BANCO AGIBANK S.A.;BANCO AGIBANK S.A.;2009-03-23;2015-04-30;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2015-04-30;2585;Intermediação Financeira;;40479872.25;2013-12-31;SEDE;RUA MOSTARDEIRO Nº 266;;MOINHOS DE VENTO;PORTO ALEGRE;RS;BRASIL;90430000;051;39211462;;;ri@agibank.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;33.870.163/0001-84;BANCO ALVORADA S.A.;BANCO BILBAO VIZCAYA ARGENTARIA BRASILSA;1990-06-01;2019-09-04;INCORPORAÇÃO;CANCELADA;2019-09-04;1449;Bancos;;23387663380.28;2018-12-31;SEDE;AV. DA FRANÇA;409, 3º AND, PARTE;COMÉRCIO;SALVADOR;BA;BRASIL;40010901;11;36845122;;;ismael.ferraz@bradesco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;48.795.256/0001-69;BANCO ANDBANK (BRASIL) S.A.;PATAGON DTVM S.A.;2015-03-13;;;EM FUNCIONAMENTO NORMAL;2015-03-13;2704;;;243341054.84;2021-12-31;SEDE;AV BRIG FARIA LIMA 2179;8 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;;1452000;11;30957070;;;jose.campos@andbank.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;54.403.563/0001-50;BANCO ARBI SA;BANCO ARBI;1990-10-05;2001-09-25;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2001-09-25;710;;;0.00;2001-12-31;SEDE;RUA DIAS FERREIRA, 190;SALA 201 - PARTE;LEBLON;RIO DE JANEIRO;RJ;BRASIL;22431050;21;25291800;21;25291881;banco@bancoarbi.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;93.088.433/0001-21;BANCO AXIAL SA;BANCO AXIAL S/A;1989-09-15;2001-01-04;CANCELAMENTO/MUDANÇA DE OBJETIVOS SOCIAIS;CANCELADA;2001-01-04;1295;;;25287371.78;1999-12-31;SEDE;RUA FERNANDES COELHO 85/ 5 AND;;PINHEIROS;SÃO PAULO;SP;BRASIL;5423040;11;8700047;11;8700047;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;76.543.115/0001-94;BANCO BAMERINDUS BRASIL SA;BCO BAMERINDUS DO BRASIL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL;1989-04-28;1998-03-26;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;1998-03-26;1163;Bancos;;-5653976041.46;1997-12-31;SEDE;RUA JOSE LOUREIRO 371/3º ANDAR;;CENTRO;CURITIBA;PR;BRASIL;80010000;41;3103800;41;3103869;pereira.bbb@onda.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;17.359.522/0001-87;BANCO BANCORP S.A.;BANCORP;1968-09-02;1994-10-11;CANCELADO NO AS400;CANCELADA;1994-10-11;1627;;;1331199895.15;1993-12-31;SEDE;R SAO JOSE 20  12 ANDAR;;;RIO DE JANEIRO;RJ;BRASIL;20010020;021;2246441;;;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;76.492.172/0001-91;BANCO BANESTADO SA;BANCO BANESTADO;2000-12-26;2010-01-07;INCORPORAÇÃO;CANCELADA;2010-01-07;2372;Bancos;;10278386550.30;2008-12-31;SEDE;RUA MARECHAL DEODORO, 623;1º ANDAR;CENTRO;CURITIBA;PR;BRASIL;80020320;11;50191677;11;50191114;relacionamento.bacen@itau-unibanco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;60.419.645/0001-95;BANCO BANKPAR S.A.;AMERICAN EXPRES;1992-12-07;2014-12-17;INCORPORAÇÃO;CANCELADA;2014-12-17;1481;;ESTRANGEIRO;155884413.68;2013-12-31;SEDE;CIDADE DE DEUS, PRÉDIO PRATA;4º ANDAR;VILA YARA;OSASCO;SP;BRASIL;6029900;11;36845122;11;36845449;4260.guilherme@bradesco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;10.781.532/0001-67;BANCO BANORTE SA EM LIQUIDAÇÃO EXTRAJUDICIAL;BCO BANORTE;1990-07-30;1996-12-19;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;1996-12-19;1317;Bancos;PRIVADO;167828428.84;1995-12-31;SEDE;RUA JOSE BONIFACIO 944;;TORRE;RECIFE;PE;BRASIL;50710900;81;34128000;81;34128179;banorte@banorte.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;00.556.603/0001-74;BANCO BARI DE INVESTIMENTOS E FINANCIAMENTOS S.A;BARIGUI S.A. CREDITO, FINANCIAMENTO E INVESTIMENTOS;2018-09-24;;;EM FUNCIONAMENTO NORMAL;2018-09-24;2755;;;136499656.25;2021-12-31;SEDE;AV. SETE DE SETEMBRO, 4781;CONJUNTO 02;AGUA VERDE;CURITIBA;PR;;80250205;041;40072628;;;rodrigo.pinheiro@bancobari.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;60.898.723/0001-81;BANCO BCN S.A.;BANCO BCN S.A.;1994-12-26;2004-07-29;INCORPORAÇÃO;CANCELADA;2004-07-29;1791;Bancos;PRIVADO;0.00;2004-12-31;SEDE;AV. NAçõES UNIDAS, 12901;TORRE OESTE - 3º A;BROOKLIN NOVO;SÃO PAULO;SP;BRASIL;4578000;011;55092444;11;55092695;anapaula@bram.bradesco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;15.124.464/0001-87;BANCO BESA SA;BCO ECONOMICO;1938-02-18;1990-12-04;CANCELADO NO AS400;CANCELADA;1990-12-04;132;Bancos;;-2161162200.17;1995-12-31;SEDE;Largo de São Bento, 64;4° andar, sala 1;Centro;SÃO PAULO;SP;BRASIL;1029010;71;32541207;71;32541202;anjoaquim@economico.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;15.124.464/0001-87;BANCO BESA SA;BCO ECONOMICO;1994-01-05;1996-08-09;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;1996-08-09;1821;Bancos;PRIVADO;-2572500507.97;1995-12-31;SEDE;Largo de São Bento, 64;4° andar, sala 1;Centro;SÃO PAULO;SP;BRASIL;1029010;71;32541207;71;32541202;anjoaquim@economico.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;61.186.680/0001-74;BANCO BMG S/A;BANCO BMG S/A;1989-02-23;;;EM FUNCIONAMENTO NORMAL;1989-02-23;957;Bancos;;3862853350.13;2021-12-31;SEDE;Avenida Presidente Juscelino Kubitschek, nº 1830;10º andar;Vila Nova Conceição;SÃO PAULO;SP;BRASIL;4543000;11;30672210;;;maria.saad@bancobmg.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;01.522.368/0001-82;BANCO BNP PARIBAS BRASIL S/A;BANCO BNP PARIBAS BRASIL S/A;1996-12-16;;;EM FUNCIONAMENTO NORMAL;1998-01-08;2119;;;3111676662.27;2021-12-31;SEDE;AV PRES JUSC KUBITSCHEK 1909;9º - 11º ANDS;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;BRASIL;4543907;11;38413146;;;administrador.fundos@br.bnpparibas.com
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;33.485.541/0001-06;BANCO BOAVISTA INTERATLÂNTICO S.A.;BANCO BOAVISTA INTERATLANTICO SA;1991-03-26;2018-02-05;INCORPORAÇÃO;CANCELADA;2018-02-05;469;Bancos;;2427278281.09;2016-12-31;SEDE;CIDADE DE DEUS, S/N;PRÉDIO PRATA 4 AND;VILA YARA;OSASCO;SP;BRASIL;6029900;11;36845122;11;36845449;4260.guilherme@bradesco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;15.114.366/0001-69;BANCO BOCOM BBM S.A.;BCO BOCOM BBM;1998-04-29;;;EM FUNCIONAMENTO NORMAL;1998-04-29;2143;Bancos;;840808418.11;2021-12-31;SEDE;RUA MIGUEL CALMON 398;7º ANDAR;COMÉRCIO;SALVADOR;BA;;40015040;21;25148477;21;25148295;compliancecorporativo@bocombbm.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;06.271.464/0001-19;BANCO BRADESCO BBI S.A.;--;2004-09-13;;;EM FUNCIONAMENTO NORMAL;2004-09-13;2500;Bancos;;15039515165.31;2021-12-31;SEDE;CIDADE DE DEUS, PRÉDIO PRATA;4º ANDAR;VILA YARA;OSASCO;SP;;6029900;11;36844630;11;21784800;felipe.thut@bradescobbi.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;59.438.325/0001-01;BANCO BRADESCO CARTOES S.A.;INTER AMERICAN EXPRESS;1989-02-28;2019-11-28;INCORPORAÇÃO;CANCELADA;2019-11-28;787;;;5149433431.19;2018-12-31;SEDE;CIDADE DE DEUS, PRÉDIO PRATA;4º ANDAR;VILA YARA;OSASCO;SP;;6029900;11;36845122;11;36845449;ismael.ferraz@bradesco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;60.746.948/0001-12;BANCO BRADESCO S.A.;BANCO BRADESCO S.A.;1992-12-10;;;EM FUNCIONAMENTO NORMAL;1992-12-10;868;Bancos;;147121010761.22;2021-12-31;SEDE;NÚCLEO CIDADE DE DEUS;S/N;VILA YARA;OSASCO;SP;;6029900;11;36844522;11;36845645;marcia.masiero@bradesco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;27.937.333/0001-06;BANCO BRJ SA - EM LIQUIDAÇÃO EXTRAJUDICIAL;BRJ - BANCO;1994-05-03;2015-08-13;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;2015-08-13;1635;;PRIVADO;57496411.37;2014-12-31;SEDE;RUA DOM GERARDO, Nº 63;SLS 1709 A 1711;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20090030;21;25071623;21;25071623;brjsa@bancobrj.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;30.306.294/0001-45;BANCO BTG PACTUAL S/A;BANCO UBS PACTUAL S/A;1989-01-26;;;EM FUNCIONAMENTO NORMAL;1989-01-26;310;Bancos;;37379746544.27;2021-12-31;SEDE;Praia de Botafogo, 501;5º e 6º andares;Botafogo;RIO DE JANEIRO;RJ;BRASIL;22250040;21;32629600;21;32628600;ri@btgpactual.com
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;32.254.138/0001-03;BANCO BVA SA;BANCO BVA;1994-02-24;2014-10-17;FALENCIA;CANCELADA;2014-10-17;1775;;PRIVADO;-2205747310.21;2012-12-31;SEDE;A. Afrânio de Melo Franco, 290;SALA 101;LEBLON;RIO DE JANEIRO;RJ;BRASIL;22430041;21;32311160;21;32311123;sac@bancobva.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;31.872.495/0001-72;BANCO C6 S.A.;;2019-01-18;;;EM FUNCIONAMENTO NORMAL;2019-01-18;2747;;;1280932197.41;2021-12-31;SEDE;AV. NOVE DE JULHO, 3186;;JARDIM PAULISTA;SÃO PAULO;SP;;1406000;11;28326000;;;juridico@c6bank.com
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;33.349.358/0001-83;BANCO CACIQUE SA;CACIQUE CFI;1989-11-01;2014-07-29;CANCELADO/CANCELAMENTO DA CARTEIRA DE INVESTIMENTO;CANCELADA;2014-07-29;434;Bancos;;157809858.21;2013-12-31;SEDE;RUA BOA VISTA 254;10º ANDAR;CENTRO;SÃO PAULO;SP;BRASIL;1014907;11;30485000;;;compliance@bancocacique.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;33.466.988/0001-38;BANCO CAIXA GERAL - BRASIL S/A;FINANCIAL;2009-04-01;;;EM FUNCIONAMENTO NORMAL;2009-04-01;2550;;;292694213.49;2021-12-31;SEDE;AVENIRA PRESIDENTE JUSCELINO KUBITSCHEK, 1830;13º ANDAR   CJ132 - BLOCO 2;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;;4543900;011;35099300;;;rafael.ferrao@bcgbrasil.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;03.609.817/0001-50;BANCO CARGILL S.A.;BANCO CARGILL S.A.;2000-01-05;;;EM FUNCIONAMENTO NORMAL;2000-01-05;2291;Bancos;;704094925.88;2021-12-31;SEDE;AV. DR. CHUCRI ZAIDAN, 1240;6º ANDAR;VILA SÃO FRANCISCO;SÃO PAULO;SP;;4711130;11;50993175;011;50993717;tayana_zampol@cargill.com
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;61.377.677/0001-38;BANCO CIDADE S.A.;BANCOCIDADE;1989-07-21;2002-10-30;INCORPORAÇÃO;CANCELADA;2002-10-30;981;;;0.00;2002-12-31;SEDE;PRACA DOM JOSE GASPAR, 106;;CENTRO;SÃO PAULO;SP;BRASIL;1047912;11;31504668;11;31505452;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;29.916.293/0001-33;BANCO CINDAM S/A;CINDAM - BANCO;1993-10-07;1997-05-06;;CANCELADA;1997-05-06;1783;;PRIVADO;40511888.57;1995-12-31;SEDE;AV PRES WILSON 231 / 17 ANDAR;;CENTRO;RIO DE JANEIRO;RJ;BRASIL;20030021;21;2121822;;;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;33.479.023/0001-80;BANCO CITIBANK S.A;CITIBANK - BANCO;1993-03-18;;;EM FUNCIONAMENTO NORMAL;1993-03-18;1511;;ESTRANGEIRO;4216988548.71;2021-12-31;SEDE;AV. PAULISTA, Nº 1.111;2º ANDAR PARTE;BELA VISTA;SÃO PAULO;SP;;1311920;11;40093000;11;40097548;atendimento.fundos@citi.com
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;02.992.446/0001-75;BANCO CNH INDUSTRIAL CAPITAL S.A.;BANCO CNH CAPITAL S.A.;1999-04-05;;;EM FUNCIONAMENTO NORMAL;1999-04-05;2208;Bancos;;1565519560.05;2021-12-31;SEDE;AV JUSC KUBITSCHEK OLIV. 11825;;CIC;CURITIBA;PR;;81170901;41;21077512;41;21077540;nilce.mocellin@cnhind.com
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;07.814.999/0001-51;BANCO COMERCIAL BANCESA S.A.;BCO COMERCIAL BANCESA;1941-01-02;1990-12-04;CANCELADO NO AS400;CANCELADA;1990-12-04;60;Bancos;;-11528979.51;1994-12-31;SEDE;AV DUQUE DE CAXIAS 420;;;FORTALEZA;CE;BRASIL;60035110;85;2116000;85;2315123;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;07.814.999/0001-51;BANCO COMERCIAL BANCESA S.A.;BCO COMERCIAL BANCESA;1993-05-18;2005-01-06;LIQUIDAÇÃO EXTRAJUDICIAL;CANCELADA;2005-01-06;1937;Bancos;PRIVADO;-11528979.51;1994-12-31;SEDE;AV DUQUE DE CAXIAS 420;;;FORTALEZA;CE;BRASIL;60035110;85;2116000;85;2315123;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;61.230.165/0001-44;BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.;BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.;1990-04-28;2008-07-31;INCORPORAÇÃO;CANCELADA;2008-07-31;973;Bancos;;1916411327.86;2008-12-31;SEDE;Avenida Paulista, 1.374;3º andar (parte);CERQUEIRA CESAR;SÃO PAULO;SP;BRASIL;1310916;11;35533200;11;35533200;juridsocietario@santander.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;01.181.521/0001-55;BANCO COOPERATIVO SICREDI S.A.;BANCO COOPERATIVO SICREDI S.A.;2001-08-23;;;EM FUNCIONAMENTO NORMAL;2001-08-23;2330;;;2449876219.65;2021-12-31;SEDE;AVENIDA ASSIS BRASIL;3940 - 12º ANDAR;SÃO SEBASTIÃO;PORTO ALEGRE;RS;;91060900;51;33584702;51;33584745;diretoria_banco@sicredi.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;33.461.468/0001-32;BANCO CREDIBANCO SA;CREDIBANCO - BANCO;1989-01-26;2003-10-21;INCORPORAÇÃO;CANCELADA;2003-10-21;450;;;0.00;2003-12-31;SEDE;ALAMEDA RIO NEGRO, 433/ 3 AND.;SETOR OESTE PRED.1;ALPHAVILLE INDUSTRIAL;BARUERI;SP;BRASIL;6454000;011;30394583;011;30394583;marcelo.alves1@unibanco.com.br
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;75.647.891/0001-71;BANCO CREDIT AGRICOLE BRASIL S/A;BANCO CREDIT LYONNAIS BRASIL S.A.;1989-08-01;;;EM FUNCIONAMENTO NORMAL;1989-08-01;1147;;;2372651014.56;2021-12-31;SEDE;AVENIDA BRIGADEIRO FARIA LIMA 4440;3 ANDAR;ITAIM BIBI;SÃO PAULO;SP;;4538132;11;38966300;11;38966489;luciano.guimaraes@ca-cib.com
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;50.589.357/0001-25;BANCO CREDIT COM DE FRANCE SA;CREDIT COM DE FRANCE;1978-08-10;1994-09-26;CANCELADO NO AS400;CANCELADA;1994-09-26;698;;;20894515920.49;1993-12-31;SEDE;AV PAULISTA 1106 - 5 ANDAR;;;SÃO PAULO;SP;BRASIL;1310100;11;38871;;;
BANCOS MÚLTIPLOS COM CARTEIRA DE INVESTIMENTO;21.562.962/0001-04;BANCO CREDITO REAL DE MG SA;BANCO CREDITO REAL DE MG;1990-01-01;1994-10-13;CANCELADO NO AS400;CANCELADA;1994-10-13;191;Bancos;;0.00;2004-12-31;SEDE;RUA ESPIRITO SANTO 485/3 ANDAR;;;BELO HORIZONTE;MG;BRASIL;30160917;31;2393946;31;2393057;4260.guilherme@bradesco.com.br
