CD_CVM;CNPJ;DENOM_SOCIAL;SIT;DT_INI_SIT;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP
12220;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP;ATIVO;2014-11-03;SEDE;RUA DOUTOR GERALDO CAMPOS MOREIRA, 375;SALA 51;CIDADE MONÇÕES;SÃO PAULO;SP;4571020
12220;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP;ATIVO;2014-11-03;FILIAL PORTO ALEGRE;ALAMEDA COELHO NETO, 40;SL. 301;BOA VISTA;PORTO ALEGRE;RS;91340340
12220;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP;ATIVO;2014-11-03;FILIAL BLUMENAU;RUA ALWIN SCHRADER, 223;SL. 304;CENTRO;BLUMENAU;SC;89015000
12220;20.840.718/0001-01;TATICCA AUDITORES INDEPENDENTES S.S. - EPP;ATIVO;2014-11-03;FILIAL BELO HORIZONTE;RUA PARAÍBA, 550;SL. 900;SAVASSI;BELO HORIZONTE;MG;30130141
8320;03.566.241/0001-90;TBRT AUDITORES INDEPENDENTES SOCIEDADE SIMPLES;ATIVO;2000-02-02;SEDE;AVENIDA DR LUIZ GAMBETA SARMENTO;Nº 454;SANTO ANTONIO;SÃO JOÃO DA BOA VISTA;SP;13871200
5878;66.865.544/0001-24;TECNOAUD AUDITORES INDEPENDENTES S/S;ATIVO;1993-07-27;SEDE;RUA MARTINIANO DE CARVALHO 864;11º ANDAR CJ 1104;PARAÍSO;SÃO PAULO;SP;1321000
5053;38.726.261/0001-66;TEIXEIRA & ASSOCIADOS AUDITORES INDEPENDENTES;ATIVO;1990-12-14;SEDE;RUA PARAÍBA 1352;CONJ 1201 (PARTE);FUNCIONÁRIOS;BELO HORIZONTE;MG;30130141
12778;11.243.822/0001-10;TGS COMPASS AUDITORES INDEPENDENTES SOCIEDADE SIMPLES;ATIVO;2018-01-26;SEDE;RUA CAMPOS SALES, 490;14º ANDAR - CJ 142;CENTRO;SANTO ANDRÉ;SP;9015200
12190;07.765.419/0001-83;TJS AUDITORIA & CONSULTORIA EMPRESARIAL;ATIVO;2014-08-20;SEDE;AV. CRISTÓVÃO COLOMBO, 550;SALA 901;FUNCIONÁRIOS;BELO HORIZONTE;MG;30140150
4987;60.902.798/0001-99;TRÍADE AUDITORES INDEPENDENTES;ATIVO;1990-11-09;SEDE;AV. NOVE DE JULHO, 5.569;2º ANDAR - CJ. 21;ITAIM BIBI;SÃO PAULO;SP;1407200
11991;15.574.556/0001-69;TRÍPLICE AUDITORIA;ATIVO;2013-11-11;SEDE;RUA ANITA GARIBALDI;Nº 2401 / SL. 09;BOA VISTA;PORTO ALEGRE;RS;90480200
13242;05.750.330/0001-18;TSA AUDITORES ASSOCIADOS SOCIEDADE SIMPLES;ATIVO;2022-08-22;SEDE;RUA FELIPE NERI, 298;SL. 202;AUXILIADORA;PORTO ALEGRE;RS;90440150
3158;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES;ATIVO;1978-11-01;SEDE;AV. JOÃO CABRAL DE MELLO NETO, 850;BL3 - SLS. 1301 A 1305;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;22775057
3158;42.170.852/0001-77;UHY BENDORAYTES & CIA AUDITORES INDEPENDENTES;ATIVO;1978-11-01;FILIAL SÃO PAULO;AV. DAS NAÇÕES UNIDAS, 12.399 - TORRE C - 7º PAVIMENTO;SLS. 73-A E 74-A;IBIRAPUERA;SÃO PAULO;SP;4578000
6785;37.992.922/0001-32;UNIÃO AUDITORES INDEPENDENTES S/S;ATIVO;1997-04-03;SEDE;SCS Q/02 BL/C N/92 S/201;;ASA SUL;BRASÍLIA;DF;70302908
6343;00.230.515/0001-88;UNITS AUDITORES INDEPENDENTES S/S;ATIVO;1995-08-25;SEDE;RUA JAMES WATT, 84;8º ANDAR;JARDIM EDITH;SÃO PAULO;SP;4576050
11754;11.801.292/0001-88;UNITY AUDITORES INDEPENDENTES;ATIVO;2012-03-26;SEDE;AV. PRESTES MAIA Nº 241;21º ANDAR- SL 2102;CENTRO;SÃO PAULO;SP;1031902
13250;45.200.924/0001-70;UP AUDITORES E CONSULTORES;ATIVO;2022-09-19;SEDE;RUA JOSE BIANCHI, Nº 555;SAIA 716, 7º ANDAR;NOVA RIBEIRANIA;RIBEIRÃO PRETO;SP;14096730
12351;08.020.271/0001-10;UPWARDS AUDITORES INDEPENDENTES S/S. EPP;ATIVO;2015-05-15;SEDE;RUA BACAETAVA, 191;13º ANDAR - SL 1.309;VILA GERTRUDES;SÃO PAULO;SP;4705010
11894;13.976.330/0001-69;VALORUP AUDITORES INDEPENDENTES;ATIVO;2012-09-04;SEDE;RUA JOSÉ LEAL;Nº 1318;ALTO DA BOA VISTA;RIBEIRÃO PRETO;SP;14025260
12475;23.542.593/0001-13;VALUCONCEPT AUDITORES INDEPENDENTES S/S;ATIVO;2016-01-08;SEDE;RUA DEP. HEITOR ALENCAR FURTADO, 3415;5º ANDAR;CAMPO COMPRIDO;CURITIBA;PR;81200528
12475;23.542.593/0001-13;VALUCONCEPT AUDITORES INDEPENDENTES S/S;ATIVO;2016-01-08;FILIAL SÃO PAULO;RUA PADRE JOÃO MANOEL, 755 - 16º ANDAR;CONJUNTO 161;CERQUEIRA CÉSAR;SÃO PAULO;SP;1411900
13307;28.881.518/0001-09;VALUTARE AUDITORES INDEPENDENTES SS;ATIVO;2023-02-17;SEDE;AVENIDA CENTENÁRIO;3.773 - SALA 703;CENTRO;CRICIÚMA;SC;88801001
2186;17.327.388/0001-32;VAZ & MAIA AUDITORES INDEPENDENTES;ATIVO;1985-03-07;SEDE;AVENIDA AFONSO PENA, 726;SALA 701;CENTRO;BELO HORIZONTE;MG;30130902
6009;63.376.180/0001-20;VEECK & CIA.  AUDITORES;ATIVO;1994-02-24;SEDE;AV. DOM LUÍS, 906;CONJ. 801;ALDEOTA;FORTALEZA;CE;60160196
2950;53.825.600/0001-55;VENEZIANI AUDITORES INDEPENDENTES;ATIVO;1984-12-27;SEDE;RUA JOSÉ BONIFÁCIO, 93;CONJ 101 E 102;CENTRO;SÃO PAULO;SP;1003001
10332;95.285.417/0001-54;VERITAS AUDITORES & CONSULTORES ASSOCIADOS;ATIVO;2005-08-25;SEDE;RUA LIBERATO SALZANO VIEIRA DA CUNHA;Nº 1133;SÃO CRISTÓVÃO;LAJEADO;RS;95913180
10677;02.796.387/0001-60;VÉRTICE & MASC - AUDITORIA CONTÁBIL;ATIVO;2007-02-27;SEDE;TRAVESSA DO OUVIDOR, 17;SALA 402;CENTRO;RIO DE JANEIRO;RJ;20040040
3689;83.280.859/0001-29;VGA AUDITORES INDEPENDENTES;ATIVO;1978-11-01;SEDE;AV. OTHON GAMA D'EÇA, 677 - COND. THE OFFICE AVENIDA;SALA 102;CENTRO;FLORIANÓPOLIS;SC;88015240
3689;83.280.859/0001-29;VGA AUDITORES INDEPENDENTES;ATIVO;1978-11-01;FILIAL MANAUS;RUA BELO HORIZONTE, 19 - SALA 414;THE PLACE BUSINESS;ADRIANÓPOLIS;MANAUS;AM;69057060
12971;07.071.420/0001-08;VILLELA E ASSOCIADOS AUDITORIA E CONSULTORIA S/S;ATIVO;2019-09-24;SEDE;AV AGGEO PIO SOBRINHO 204;SALAS 808 E 809;BURITIS;BELO HORIZONTE;MG;30575834
13285;07.944.178/0001-30;VISION AUDITORIA LTDA;ATIVO;2023-01-16;SEDE;RUA DEZESSETE DE MAIO;205 SALA 302;CAMOBI;SANTA MARIA;RS;97105070
11959;17.431.185/0001-91;VOX AUDITORES INDEPENDENTES S/S;ATIVO;2013-05-02;SEDE;RUA JOÃO PESSOA;835 - SALA 10A;BAIRRO VELHA;BLUMENAU;SC;89036000
8710;42.465.302/0001-85;WALTER HEUER - WH AUDITORES INDEPENDENTES;ATIVO;2000-09-11;SEDE;AV ALMIRANTE BARROSO 2 /13º;Nº 2 - 13º - PARTE;CENTRO;RIO DE JANEIRO;RJ;20031000
8710;42.465.302/0001-85;WALTER HEUER - WH AUDITORES INDEPENDENTES;ATIVO;2000-09-11;FILIAL SP;RUA DOM JOSE DE BARROS, 264;11º PARTE;;SÃO PAULO;SP;1038000
8710;42.465.302/0001-85;WALTER HEUER - WH AUDITORES INDEPENDENTES;ATIVO;2000-09-11;FILIAL MG;RUA COLETOR CELSO WERNECK;Nº 129;SANTO ANTONIO;BELO HORIZONTE;MG;30350010
8710;42.465.302/0001-85;WALTER HEUER - WH AUDITORES INDEPENDENTES;ATIVO;2000-09-11;FILIAL BELEM;RUA CASTELO BRANCO;Nº 811;PARQUE GUAJARÁ;BELÉM;PA;66821205
12785;26.625.242/0001-64;WGI - WORK GROUP INTERNATIONAL SS - EPP;ATIVO;2018-04-06;SEDE;RUA ARANDU, 57;12º AND CONJ 122;BROOKLIN PAULISTA;SÃO PAULO;SP;4562030
12424;11.689.939/0001-21;WORK7 AUDITORES INDEPENDENTES S/S - EPP;ATIVO;2015-10-19;SEDE;RUA C137, Nº 1422;QD 298, LOTE 15;JARDIM AMÉRICA;GOIÂNIA;GO;74275060
12670;24.882.658/0001-32;YPC AUDITUN S AUDITORIA INDEPENDENTE S/S;ATIVO;2017-02-20;SEDE;AV. BRIG. FARIA LIMA, 3144;3º ANDAR - CJ. 32C;JD PAULISTANO;SÃO PAULO;SP;1451000
